,symbol,min_date,max_date,missing_dates_per,latest_closing_price,growth_per_30,avg_vol_30,growth_per_7,avg_vol_7,latest_signal,latest_trend,signal_start_date,signal_duration,trend_start_date,trend_duration
1438,NETWEB,2023-07-27,2024-10-18,5.85,2681.65,-4.49,178018,2.67,262567,Buy,1,2024-06-06 00:00:00,134,2024-10-17 00:00:00,1
1439,NETWORK18,2002-08-12,2024-10-18,5.1,81.68,-9.55,3913864,3.6,9001188,Buy,-1,2024-10-14 00:00:00,4,2024-10-15 00:00:00,3
1440,NEULANDLAB,2008-10-13,2024-10-18,5.9,14084.65,14.13,44838,9.47,91390,Sell,-1,2024-10-17 00:00:00,1,2024-10-16 00:00:00,2
1441,NEWGEN,2018-01-29,2024-10-18,5.79,1257.65,2.36,643516,-7.92,823033,Buy,1,2024-04-24 00:00:00,177,2024-10-17 00:00:00,1
1442,NEXT50,2023-08-29,2024-10-18,7.14,755.46,-0.66,16009,-2.14,14230,Sell,1,2024-06-03 00:00:00,137,2024-10-17 00:00:00,1
1443,NEXT50IETF,2023-12-12,2024-10-18,7.14,77.39,-1.68,711700,-2.35,389900,Sell,1,2023-12-28 00:00:00,295,2024-10-17 00:00:00,1
1444,NEXTMEDIA,2002-07-01,2024-10-18,5.13,7.22,-12.15,11634,-0.57,10795,Buy,1,2024-10-11 00:00:00,7,2024-10-15 00:00:00,3
1445,NFL,2006-12-28,2024-10-18,5.84,116.94,-11.09,2714048,-4.94,1176171,Buy,-1,2024-07-05 00:00:00,105,2024-10-16 00:00:00,2
1446,NGIL,2021-08-20,2024-10-18,5.51,38.74,5.36,162956,-5.85,67648,Buy,-1,2024-09-27 00:00:00,21,2024-10-16 00:00:00,2
1447,NGLFINE,2022-07-08,2024-10-18,5.69,2064.45,-2.17,2968,-1.22,2113,Sell,-1,2024-08-02 00:00:00,77,2024-10-16 00:00:00,2
1448,NH,2016-01-06,2024-10-18,5.71,1276.9,-0.56,327928,3.75,221218,Buy,-1,2024-08-20 00:00:00,59,2024-10-16 00:00:00,2
1449,NHPC,2009-09-01,2024-10-18,5.81,84.13,-11.24,23626127,-7.15,18302181,Sell,-1,2024-07-16 00:00:00,94,2024-10-14 00:00:00,4
1450,NIACL,2017-11-13,2024-10-18,5.66,209.28,-12.49,1070508,-1.55,814649,Sell,1,2024-10-04 00:00:00,14,2024-10-17 00:00:00,1
1451,NIBL,2013-04-16,2024-10-18,5.92,35.38,-5.74,60724,4.87,97752,Sell,1,2024-07-31 00:00:00,79,2024-10-17 00:00:00,1
1452,NIF100BEES,2018-05-10,2024-10-18,19.28,271.74,-2.35,41517,-1.0,31753,Buy,1,2024-05-31 00:00:00,140,2024-10-17 00:00:00,1
1453,NIF100IETF,2018-05-09,2024-10-18,9.22,28.54,-3.8,276891,-2.39,150926,Sell,1,2024-04-12 00:00:00,189,2024-10-17 00:00:00,1
1454,NIF10GETF,2024-02-02,2024-10-18,7.94,24.27,1.74,1303,0.07,1281,Sell,1,2024-10-11 00:00:00,7,2024-10-17 00:00:00,1
1455,NIF5GETF,2024-02-02,2024-10-18,9.78,58.59,0.61,3827,-4.0,17694,Sell,1,2024-10-11 00:00:00,7,2024-10-17 00:00:00,1
1456,NIFITETF,2024-02-02,2024-10-18,6.28,426.04,-0.69,2645,-0.64,1452,Sell,-1,2024-08-02 00:00:00,77,2024-10-17 00:00:00,1
1457,NIFMID150,2023-09-05,2024-10-18,6.42,218.82,-0.83,5314,-0.24,2516,Sell,-1,2024-06-03 00:00:00,137,2024-10-16 00:00:00,2
1458,NIFTY1,2010-02-08,2024-10-18,5.82,271.37,-2.2,81565,-1.01,144448,Sell,1,2024-06-03 00:00:00,137,2024-10-17 00:00:00,1
1459,NIFTY50ADD,2021-12-30,2024-10-18,8.71,256.62,-3.4,14353,-2.11,10629,Sell,1,2024-08-02 00:00:00,77,2024-10-17 00:00:00,1
1460,NIFTYBETF,2024-06-24,2024-10-18,4.0,251.17,-2.55,6540,-0.96,12844,Sell,1,2024-07-18 00:00:00,92,2024-10-17 00:00:00,1
1461,NIFTYETF,2023-08-29,2024-10-18,7.12,264.91,-2.27,325257,-0.62,295538,Sell,1,2024-06-03 00:00:00,137,2024-10-17 00:00:00,1
1462,NIFTYIETF,2023-12-12,2024-10-18,7.11,276.61,-1.63,417478,-0.04,523605,Sell,1,2024-01-16 00:00:00,276,2024-10-17 00:00:00,1
1463,NIFTYQLITY,2022-08-19,2024-10-18,5.94,22.9,-2.27,172683,0.82,102901,Sell,-1,2022-09-13 00:00:00,766,2024-10-14 00:00:00,4
1464,NIITLTD,2002-01-01,2024-10-18,4.94,168.17,-9.32,1451798,-1.38,1848023,Sell,1,2024-10-04 00:00:00,14,2024-10-17 00:00:00,1
1465,NIITMTS,2023-08-08,2024-10-18,6.75,498.95,-4.18,99807,-0.58,81835,Sell,-1,2024-04-30 00:00:00,171,2024-10-16 00:00:00,2
1466,NILAINFRA,2015-05-21,2024-10-18,5.72,12.59,-11.05,1112770,-8.13,903528,Buy,-1,2024-10-09 00:00:00,9,2024-10-16 00:00:00,2
1467,NILASPACES,2018-12-28,2024-10-18,5.79,12.82,12.54,625050,15.01,907395,Sell,-1,2024-10-04 00:00:00,14,2024-10-17 00:00:00,1
1468,NILKAMAL,1999-01-01,2024-10-18,4.4,1926.95,0.83,13450,-1.27,4414,Buy,1,2024-04-04 00:00:00,197,2024-10-17 00:00:00,1
1469,NINSYS,2023-02-21,2024-10-18,6.35,590.85,-4.02,42302,3.1,44157,Buy,1,2023-07-24 00:00:00,452,2024-10-15 00:00:00,3
1470,NIPPOBATRY,2002-07-01,2024-10-18,5.13,558.85,-4.88,7378,-1.63,3580,Sell,-1,2024-04-30 00:00:00,171,2024-10-16 00:00:00,2
1471,NIRAJ,2020-10-01,2024-10-18,5.6,63.04,-11.31,47791,-4.62,31533,Buy,1,2024-08-27 00:00:00,52,2024-10-17 00:00:00,1
1472,NIRAJISPAT,2024-03-11,2024-10-18,5.42,214.42,15.5,1,0.0,0,Buy,1,2024-10-04 00:00:00,14,2024-10-04 00:00:00,14
1473,NITCO,2006-03-21,2024-10-18,5.82,121.3,40.12,882186,30.01,2653264,Buy,1,2024-06-06 00:00:00,134,2024-10-11 00:00:00,7
1474,NITINFIRE,2007-06-05,2024-10-18,5.83,1.85,0.0,0,0.0,0,Buy,-1,2024-10-17 00:00:00,1,2022-02-09 00:00:00,982
1475,NITINSPIN,2006-02-02,2024-10-18,5.81,406.35,0.5,102553,1.92,106264,Buy,-1,2024-01-24 00:00:00,268,2024-10-17 00:00:00,1
1476,NITIRAJ,2017-03-16,2024-10-18,5.62,250.0,6.06,9685,-2.23,11699,Sell,-1,2024-05-08 00:00:00,163,2024-10-17 00:00:00,1
1477,NKIND,2016-03-31,2024-10-18,5.73,46.08,-14.39,1403,-5.36,1309,Buy,1,2024-03-07 00:00:00,225,2024-10-17 00:00:00,1
1478,NLCINDIA,2000-08-23,2024-10-18,4.67,264.9,-3.73,3396665,-2.86,1074614,Sell,1,2024-06-03 00:00:00,137,2024-10-17 00:00:00,1
1479,NMDC,2008-03-03,2024-10-18,5.94,231.44,6.61,17254016,-1.71,11449322,Sell,1,2024-10-07 00:00:00,11,2024-10-17 00:00:00,1
1480,NOCIL,2002-07-01,2024-10-18,5.11,294.25,4.41,680845,1.67,599356,Sell,-1,2024-08-02 00:00:00,77,2024-10-16 00:00:00,2
1481,NOIDATOLL,2002-12-06,2024-10-18,5.24,13.93,-4.47,92969,-6.97,51316,Sell,-1,2024-09-27 00:00:00,21,2024-10-09 00:00:00,9
1482,NORBTEAEXP,2002-07-01,2024-10-18,5.11,17.52,-30.23,6938,-9.74,1581,Buy,-1,2024-10-11 00:00:00,7,2024-10-01 00:00:00,17
1483,NORTHARC,2024-09-24,2024-10-18,3.23,266.1,-19.75,3816991,-6.76,437882,Sell,-1,2024-10-01 00:00:00,17,2024-10-17 00:00:00,1
1484,NOVAAGRI,2024-01-31,2024-10-18,5.64,62.2,-12.29,197439,-7.04,95160,Buy,-1,2024-06-05 00:00:00,135,2024-10-10 00:00:00,8
1485,NOVARTIND,2020-10-07,2023-12-06,5.35,672.25,0.0,0,0.0,0,Sell,-1,2023-07-19 00:00:00,140,2023-10-18 00:00:00,49
1486,NRAIL,2017-04-05,2024-10-18,5.64,352.05,-12.47,17752,-2.18,13799,Buy,-1,2024-10-11 00:00:00,7,2024-10-16 00:00:00,2
1487,NRBBEARING,2002-07-01,2024-10-18,5.07,274.45,-13.18,168427,-4.05,158325,Sell,-1,2024-10-04 00:00:00,14,2024-10-16 00:00:00,2
1488,NRL,2022-01-06,2024-10-18,5.67,136.33,20.42,1195682,1.86,1583764,Buy,1,2024-10-08 00:00:00,10,2024-10-17 00:00:00,1
1489,NSIL,2002-07-01,2024-10-18,5.07,7048.2,44.57,30121,39.11,81221,Buy,1,2024-10-14 00:00:00,4,2024-10-14 00:00:00,4
1490,NSLNISP,2023-02-20,2024-10-18,6.34,49.36,-5.21,5451604,-3.32,2484115,Sell,-1,2024-05-27 00:00:00,144,2024-10-11 00:00:00,7
1491,NTL,2008-10-13,2024-10-18,5.93,3.27,19.34,34364,-5.22,774,Sell,-1,2024-10-11 00:00:00,7,2024-10-11 00:00:00,7
1492,NTPC,2004-11-05,2024-10-18,5.68,424.95,1.06,20793448,-0.57,8877730,Sell,1,2024-06-03 00:00:00,137,2024-10-17 00:00:00,1
1493,NUCLEUS,2002-12-19,2024-10-18,5.23,1245.2,-4.18,35060,-1.51,41406,Buy,-1,2024-08-19 00:00:00,60,2024-10-11 00:00:00,7
1494,NURECA,2021-02-25,2024-10-18,5.66,303.65,-20.56,66252,-4.06,39765,Sell,1,2024-10-11 00:00:00,7,2024-10-17 00:00:00,1
1495,NUTEK,2008-08-27,2024-10-18,5.99,0.35,0.0,0,0.0,0,Sell,1,2024-10-17 00:00:00,1,2019-10-25 00:00:00,1820
1496,NUVAMA,2023-09-26,2024-10-18,6.8,7128.9,6.2,154701,8.47,163162,Buy,-1,2024-10-15 00:00:00,3,2024-10-16 00:00:00,2
1497,NUVOCO,2021-08-23,2024-10-18,5.51,352.1,-3.6,422897,-0.75,768061,Buy,-1,2024-06-13 00:00:00,127,2024-10-16 00:00:00,2
1498,NV20BEES,2018-05-11,2024-10-18,26.02,161.73,-1.62,23464,-0.99,13832,Buy,1,2023-04-20 00:00:00,547,2024-10-17 00:00:00,1
1499,NV20IETF,2018-05-11,2024-10-18,12.96,15.77,-1.53,816862,-0.72,560058,Sell,1,2023-07-20 00:00:00,456,2024-10-17 00:00:00,1
1500,NYKAA,2021-11-10,2024-10-18,5.47,184.79,-8.3,7099999,-4.06,5172439,Buy,-1,2024-07-29 00:00:00,81,2024-10-17 00:00:00,1
1501,OAL,2020-04-15,2024-10-18,5.1,544.6,1.73,32800,4.02,39187,Buy,1,2024-03-28 00:00:00,204,2024-10-17 00:00:00,1
1502,OBCL,2022-04-07,2024-10-18,5.76,58.07,1.85,39656,2.12,21909,Buy,1,2024-04-26 00:00:00,175,2024-10-17 00:00:00,1
1503,OBEROIRLTY,2010-10-20,2024-10-18,5.84,1931.5,5.94,1003637,1.25,1700676,Sell,1,2024-10-16 00:00:00,2,2024-10-17 00:00:00,1
1504,OCCL,2016-01-27,2024-10-18,5.71,270.35,2.94,13707,-3.71,25399,Buy,-1,2024-10-09 00:00:00,9,2024-10-16 00:00:00,2
1505,OFSS,2002-06-28,2024-10-18,5.11,11583.6,-2.08,276124,-0.36,107563,Sell,1,2024-09-17 00:00:00,31,2024-10-17 00:00:00,1
1506,OIL,2009-09-30,2024-10-18,5.79,533.4,-12.74,5506792,-8.25,4499363,Sell,1,2024-09-03 00:00:00,45,2024-10-17 00:00:00,1
1507,OILCOUNTUB,2002-07-01,2024-10-18,5.13,52.1,6.47,29368,-0.81,11725,Buy,-1,2024-09-20 00:00:00,28,2024-10-15 00:00:00,3
1508,OILIETF,2024-07-24,2024-10-18,3.9,12.19,-4.54,3964474,-1.89,2170556,Sell,-1,2024-09-03 00:00:00,45,2024-10-16 00:00:00,2
1509,OLAELEC,2024-08-09,2024-10-18,2.99,86.95,-27.21,51601832,-4.79,31990399,Sell,-1,2024-10-04 00:00:00,14,2024-10-15 00:00:00,3
1510,OLECTRA,2002-07-01,2024-10-18,5.11,1683.5,-0.45,894628,-2.35,922794,Sell,1,2024-10-04 00:00:00,14,2024-10-17 00:00:00,1
1511,OMAXAUTO,2003-02-24,2024-10-18,5.27,124.01,-1.86,37199,-1.36,45442,Sell,1,2024-07-29 00:00:00,81,2024-10-17 00:00:00,1
1512,OMAXE,2007-08-09,2024-10-18,5.9,123.0,8.89,158137,-4.52,294602,Sell,-1,2024-10-11 00:00:00,7,2024-10-16 00:00:00,2
1513,OMINFRAL,2011-06-17,2024-10-18,5.89,170.27,-1.82,99065,-0.81,80501,Sell,1,2024-10-04 00:00:00,14,2024-10-17 00:00:00,1
1514,OMKARCHEM,2011-02-10,2024-10-18,5.9,8.95,3.18,24498,-6.79,20368,Sell,-1,2024-08-23 00:00:00,56,2024-10-14 00:00:00,4
1515,ONELIFECAP,2011-10-17,2024-10-18,5.96,17.19,-16.89,13235,1.81,7490,Buy,1,2024-10-11 00:00:00,7,2024-10-15 00:00:00,3
1516,ONEPOINT,2017-12-26,2024-10-18,5.82,64.4,-8.53,1226524,-3.58,403590,Buy,-1,2022-07-13 00:00:00,828,2024-10-10 00:00:00,8
1517,ONGC,1996-01-01,2024-10-18,3.92,283.3,-3.81,16754812,-3.26,12480300,Sell,1,2024-08-02 00:00:00,77,2024-10-17 00:00:00,1
1518,ONMOBILE,2008-02-19,2024-10-18,5.97,87.27,-2.81,1648884,-4.88,3031986,Buy,1,2024-10-09 00:00:00,9,2024-10-17 00:00:00,1
1519,ONWARDTEC,2002-07-01,2024-10-18,5.11,394.05,-3.62,46264,0.05,71152,Buy,-1,2024-08-26 00:00:00,53,2024-10-17 00:00:00,1
1520,OPTIEMUS,2017-08-08,2024-10-18,5.79,713.65,10.04,514947,-3.67,109887,Buy,1,2024-09-20 00:00:00,28,2024-10-17 00:00:00,1
1521,OPTOCIRCUI,2003-08-25,2024-10-18,5.37,1.8,0.0,0,0.0,0,Sell,-1,2024-10-17 00:00:00,1,2022-04-13 00:00:00,919
1522,ORBTEXP,2013-11-05,2024-10-18,5.88,186.25,-0.06,28855,1.54,101782,Buy,1,2024-10-15 00:00:00,3,2024-10-17 00:00:00,1
1523,ORCHPHARMA,2002-07-01,2024-10-18,5.13,1347.7,-5.57,80805,-4.3,31267,Buy,1,2023-12-07 00:00:00,316,2024-10-17 00:00:00,1
1524,ORICONENT,2015-07-24,2024-10-18,5.79,37.06,-4.09,548818,-2.17,342556,Buy,-1,2024-04-16 00:00:00,185,2024-10-15 00:00:00,3
1525,ORIENTALTL,2007-03-07,2024-10-18,5.84,11.07,-35.92,82661,-17.02,99276,Sell,1,2024-10-11 00:00:00,7,2024-10-17 00:00:00,1
1526,ORIENTBELL,2007-02-14,2024-10-18,5.83,333.55,-8.51,11061,-0.46,7706,Buy,-1,2024-06-21 00:00:00,119,2024-10-17 00:00:00,1
1527,ORIENTCEM,2013-07-12,2024-10-18,5.9,331.75,16.5,1701966,13.67,3411390,Buy,-1,2024-09-30 00:00:00,18,2024-10-17 00:00:00,1
1528,ORIENTCER,2023-07-20,2024-10-18,8.06,48.09,-14.76,159653,-3.81,141396,Buy,-1,2023-11-03 00:00:00,350,2024-10-16 00:00:00,2
1529,ORIENTELEC,2018-05-14,2024-10-18,5.72,230.61,-8.08,210644,-1.93,160364,Buy,-1,2024-10-11 00:00:00,7,2024-10-15 00:00:00,3
1530,ORIENTHOT,2002-07-01,2024-10-18,5.11,171.57,-0.04,569975,-4.51,302781,Buy,1,2024-04-02 00:00:00,199,2024-10-17 00:00:00,1
1531,ORIENTLTD,2002-07-01,2024-10-18,5.08,113.18,2.88,67735,1.0,252276,Buy,-1,2024-03-01 00:00:00,231,2024-10-17 00:00:00,1
1532,ORIENTPPR,2002-07-01,2024-10-18,5.06,44.07,-6.93,764124,-6.22,394566,Sell,-1,2024-10-04 00:00:00,14,2024-10-10 00:00:00,8
1533,ORIENTTECH,2024-08-28,2024-10-18,1.82,294.55,-3.17,424217,8.44,288629,Buy,1,2024-10-08 00:00:00,10,2024-10-17 00:00:00,1
1534,ORISSAMINE,2010-09-29,2024-10-18,5.86,8806.85,-3.52,44438,-4.45,17541,Buy,-1,2024-06-05 00:00:00,135,2024-10-16 00:00:00,2
1535,ORTEL,2015-03-19,2024-10-18,5.79,2.18,17.84,9353,-0.91,1402,Buy,-1,2024-10-03 00:00:00,15,2024-10-11 00:00:00,7
1536,ORTINGLOBE,2024-08-26,2024-10-18,3.23,19.21,-10.63,21749,-2.77,29116,Sell,-1,2024-09-18 00:00:00,30,2024-10-17 00:00:00,1
1537,ORTINLAB,2015-08-21,2024-10-18,5.87,19.21,-10.63,21749,-2.77,29116,Buy,-1,2023-10-09 00:00:00,375,2024-10-17 00:00:00,1
1538,OSIAHYPER,2019-04-23,2024-10-18,5.68,38.73,-11.17,649757,-9.68,63156,Sell,-1,2024-09-27 00:00:00,21,2024-10-09 00:00:00,9
1539,OSWALAGRO,2018-09-14,2024-10-18,5.92,75.05,-5.41,71488,-2.11,54728,Buy,-1,2024-07-24 00:00:00,86,2024-10-16 00:00:00,2
1540,OSWALGREEN,2002-07-01,2024-10-18,5.13,50.32,-18.79,1935972,-6.75,557570,Buy,-1,2023-09-22 00:00:00,392,2024-10-16 00:00:00,2
1541,OSWALSEEDS,2018-07-04,2024-10-18,5.92,24.07,-16.03,173993,-3.82,117196,Buy,-1,2024-04-04 00:00:00,197,2024-10-17 00:00:00,1
1542,PAEL,2002-07-01,2022-04-13,5.07,7.05,17.5,44923,11.9,32096,Buy,1,2022-03-29 00:00:00,15,2022-04-04 00:00:00,9
1543,PAGEIND,2007-03-16,2024-10-18,5.83,45570.65,5.01,29819,0.7,37294,Buy,1,2024-10-08 00:00:00,10,2024-10-17 00:00:00,1
1544,PAISALO,2009-06-16,2024-10-18,5.73,50.72,-17.22,3836339,-1.82,2577651,Sell,-1,2024-10-04 00:00:00,14,2024-10-15 00:00:00,3
1545,PAKKA,2023-07-11,2024-10-18,6.02,305.75,-9.29,140010,-3.12,104916,Sell,1,2024-10-04 00:00:00,14,2024-10-17 00:00:00,1
1546,PALASHSECU,2017-07-31,2024-10-18,5.78,167.23,15.68,73883,13.53,83764,Buy,-1,2024-04-19 00:00:00,182,2024-10-17 00:00:00,1
1547,PALREDTEC,2004-03-15,2024-10-18,5.58,115.91,12.16,169133,-5.93,13593,Buy,1,2024-09-26 00:00:00,22,2024-10-17 00:00:00,1
1548,PANACEABIO,2002-07-01,2024-10-18,5.07,343.45,-2.94,599189,12.65,198810,Buy,-1,2024-07-03 00:00:00,107,2024-10-17 00:00:00,1
1549,PANACHE,2017-04-28,2024-10-18,5.69,195.02,26.04,8132,6.67,3962,Sell,-1,2024-10-07 00:00:00,11,2024-10-17 00:00:00,1
1550,PANAMAPET,2011-09-30,2024-10-18,5.94,405.3,-0.34,74275,-0.12,45116,Sell,1,2024-06-03 00:00:00,137,2024-10-17 00:00:00,1
1551,PANSARI,2017-03-22,2024-10-18,5.72,121.25,-4.64,1116,-3.73,283,Sell,-1,2024-09-30 00:00:00,18,2024-10-16 00:00:00,2
1552,PAR,2019-05-30,2024-10-18,5.62,231.81,-3.03,39513,0.85,47657,Buy,-1,2024-09-11 00:00:00,37,2024-10-15 00:00:00,3
1553,PARACABLES,2007-01-03,2024-10-18,5.86,75.53,-21.17,3236901,-4.71,1366219,Buy,-1,2024-07-03 00:00:00,107,2024-10-16 00:00:00,2
1554,PARADEEP,2022-05-27,2024-10-18,5.41,95.04,7.0,3349302,2.41,6320124,Buy,1,2024-06-07 00:00:00,133,2024-10-17 00:00:00,1
1555,PARAGMILK,2016-05-19,2024-10-18,5.62,221.39,21.21,2695134,-2.14,3785988,Sell,1,2024-10-11 00:00:00,7,2024-10-17 00:00:00,1
1556,PARAS,2021-10-01,2024-10-18,5.58,1050.05,-6.61,79711,-4.03,102765,Buy,-1,2024-06-13 00:00:00,127,2024-10-15 00:00:00,3
1557,PARASPETRO,2002-08-02,2024-10-18,5.15,3.2,-17.58,97842,-1.54,92356,Buy,-1,2024-09-09 00:00:00,39,2024-10-15 00:00:00,3
1558,PARKHOTELS,2024-02-12,2024-10-18,5.88,158.78,-6.93,201980,0.05,132473,Buy,-1,2024-06-18 00:00:00,122,2024-10-16 00:00:00,2
1559,PARSVNATH,2006-11-30,2024-10-18,5.87,20.91,15.05,860655,3.25,1358408,Sell,1,2024-10-16 00:00:00,2,2024-10-17 00:00:00,1
1560,PASUPTAC,2021-10-12,2024-10-18,5.63,48.75,-18.51,126830,-4.12,74525,Buy,-1,2024-08-06 00:00:00,73,2024-10-16 00:00:00,2
1561,PATANJALI,2002-07-01,2024-10-18,5.13,1765.0,-4.4,509307,0.63,440737,Sell,1,2024-09-18 00:00:00,30,2024-10-17 00:00:00,1
1562,PATELENG,2005-02-24,2024-10-18,5.75,55.26,-6.76,4765560,1.23,4217410,Buy,-1,2024-08-30 00:00:00,49,2024-10-17 00:00:00,1
1563,PATINTLOG,2008-01-11,2024-10-18,5.89,22.75,-8.8,1041531,-4.58,625614,Buy,-1,2024-07-10 00:00:00,100,2024-10-11 00:00:00,7
1564,PAVNAIND,2021-03-24,2024-10-18,5.67,688.05,63.0,227040,2.32,443095,Buy,-1,2024-09-20 00:00:00,28,2024-10-16 00:00:00,2
1565,PAYTM,2021-11-18,2024-10-18,5.55,725.15,4.07,13250148,-3.94,8728612,Buy,1,2024-05-09 00:00:00,162,2024-10-17 00:00:00,1
1566,PBAINFRA,2005-11-24,2022-08-30,5.81,13.65,-4.38,34247,-0.82,1250,Buy,-1,2022-06-28 00:00:00,63,2022-08-16 00:00:00,14
1567,PCBL,2002-07-01,2024-10-18,5.13,482.6,-7.52,3574233,-6.53,1610697,Sell,1,2024-10-04 00:00:00,14,2024-10-17 00:00:00,1
1568,PCJEWELLER,2012-12-27,2024-10-18,5.83,176.9,21.24,8278454,17.75,3620833,Buy,-1,2024-09-04 00:00:00,44,2024-10-17 00:00:00,1
1569,PDMJEPAPER,2016-03-30,2024-10-18,5.68,115.41,-1.53,395571,-3.38,379778,Buy,-1,2024-10-08 00:00:00,10,2024-10-14 00:00:00,4
1570,PDPL,2010-08-19,2024-10-18,5.84,2.9,0.0,0,0.0,0,Buy,1,2023-08-18 00:00:00,427,2023-08-18 00:00:00,427
1571,PDSL,2014-10-21,2024-10-18,5.84,512.4,-6.5,67910,-1.41,66489,Buy,-1,2024-06-11 00:00:00,129,2024-10-16 00:00:00,2
1572,PEARLPOLY,2002-07-01,2024-10-18,5.09,39.58,-7.89,321463,8.32,255854,Sell,1,2024-10-04 00:00:00,14,2024-10-17 00:00:00,1
1573,PEL,1996-01-02,2024-10-18,3.89,1035.95,-4.52,1005584,-2.62,1083184,Sell,-1,2024-10-16 00:00:00,2,2024-10-16 00:00:00,2
1574,PENIND,2010-11-25,2024-10-18,5.86,207.39,15.46,1423120,10.76,2037939,Buy,1,2024-10-17 00:00:00,1,2024-10-11 00:00:00,7
1575,PENINLAND,2002-07-01,2024-10-18,5.07,51.28,-7.65,537905,-1.32,457952,Buy,-1,2024-06-20 00:00:00,120,2024-10-17 00:00:00,1
1576,PERSISTENT,2010-04-06,2024-10-18,5.68,5506.15,4.81,451121,2.85,425637,Buy,-1,2024-10-11 00:00:00,7,2024-10-15 00:00:00,3
1577,PETRONET,2004-03-26,2024-10-18,5.51,349.45,4.63,4570085,-1.35,2280311,Buy,-1,2024-10-01 00:00:00,17,2024-10-15 00:00:00,3
1578,PFC,2007-02-23,2024-10-18,5.79,472.7,-4.85,10996056,-0.01,5993712,Sell,1,2024-08-02 00:00:00,77,2024-10-17 00:00:00,1
1579,PFIZER,2002-07-01,2024-10-18,5.09,5673.0,-3.29,63343,-1.03,34898,Buy,-1,2024-09-26 00:00:00,22,2024-10-17 00:00:00,1
1580,PFOCUS,2006-06-20,2024-10-18,5.82,158.12,12.5,65672,4.36,129912,Sell,1,2024-10-11 00:00:00,7,2024-10-17 00:00:00,1
1581,PFS,2011-03-30,2024-10-18,5.92,45.59,-13.77,1404686,-5.19,833661,Buy,-1,2024-06-14 00:00:00,126,2024-10-16 00:00:00,2
1582,PGEL,2011-09-26,2024-10-18,5.9,616.1,-4.61,1608859,-1.6,817575,Sell,1,2024-07-05 00:00:00,105,2024-10-16 00:00:00,2
1583,PGHH,2002-08-12,2024-10-18,5.14,16047.8,-2.15,8788,-2.98,10751,Sell,-1,2024-10-17 00:00:00,1,2024-10-17 00:00:00,1
1584,PGHL,2002-07-01,2024-10-18,5.13,5219.8,1.44,7992,-1.17,3041,Buy,1,2024-06-04 00:00:00,136,2024-10-17 00:00:00,1
1585,PGIL,2007-02-15,2024-10-18,5.85,989.65,5.63,99038,1.58,93757,Buy,-1,2024-02-13 00:00:00,248,2024-10-17 00:00:00,1
1586,PHARMABEES,2021-07-07,2024-10-18,7.71,23.81,-0.02,4913459,-0.65,4677455,Buy,1,2023-07-26 00:00:00,450,2024-10-17 00:00:00,1
1587,PHOENIXLTD,2007-04-23,2024-10-18,5.79,1610.8,-7.26,820857,-2.19,399615,Buy,-1,2024-08-16 00:00:00,63,2024-10-16 00:00:00,2
1588,PIDILITIND,2002-07-01,2024-10-18,5.11,3184.0,-0.75,391015,2.11,493757,Sell,1,2024-08-09 00:00:00,70,2024-10-17 00:00:00,1
1589,PIGL,2018-05-08,2024-10-18,5.72,242.3,36.25,58389,-3.57,19292,Buy,-1,2024-09-27 00:00:00,21,2024-10-15 00:00:00,3
1590,PIIND,2011-06-15,2024-10-18,5.88,4560.7,-3.43,201284,-0.91,135951,Buy,1,2024-08-19 00:00:00,60,2024-10-17 00:00:00,1
1591,PILANIINVS,2011-10-25,2024-10-18,5.94,6280.05,12.95,9127,15.55,21278,Buy,1,2024-10-14 00:00:00,4,2024-10-17 00:00:00,1
1592,PILITA,2002-08-12,2024-10-18,5.18,16.18,5.44,1172606,2.17,1288470,Buy,1,2024-02-02 00:00:00,259,2024-10-17 00:00:00,1
1593,PIONEEREMB,2006-05-16,2024-10-18,5.78,49.65,-12.79,83725,-1.76,37321,Sell,1,2024-10-04 00:00:00,14,2024-10-17 00:00:00,1
1594,PITTIENG,2007-02-02,2024-10-18,5.81,1288.85,-0.31,77143,-6.72,77490,Buy,1,2024-07-02 00:00:00,108,2024-10-17 00:00:00,1
1595,PIXTRANS,2022-04-28,2024-10-18,5.4,1544.05,-4.27,164697,0.6,51492,Buy,-1,2024-06-24 00:00:00,116,2024-10-16 00:00:00,2
1596,PKTEA,2010-06-30,2024-10-18,5.75,446.8,7.05,5996,-9.79,1445,Buy,-1,2024-09-27 00:00:00,21,2024-10-16 00:00:00,2
1597,PLASTIBLEN,2006-12-28,2024-10-18,5.85,273.45,-15.58,19950,-7.37,32543,Buy,1,2024-07-10 00:00:00,100,2024-10-17 00:00:00,1
1598,PLATIND,2024-03-05,2024-10-18,6.43,447.1,15.43,493792,14.51,807404,Buy,1,2024-07-12 00:00:00,98,2024-10-17 00:00:00,1
1599,PLAZACABLE,2023-10-12,2024-10-18,6.34,84.06,-2.44,78318,3.14,124280,Buy,-1,2024-10-16 00:00:00,2,2024-10-17 00:00:00,1
1600,PNB,2002-07-01,2024-10-18,5.09,103.27,-5.12,45125753,-1.19,16299075,Sell,1,2024-08-02 00:00:00,77,2024-10-17 00:00:00,1
1601,PNBGILTS,2002-07-01,2024-10-18,5.06,117.92,-7.04,652058,-1.88,270201,Buy,1,2024-06-05 00:00:00,135,2024-10-17 00:00:00,1
